# Occupancy state doc/stat_exel/stat_hash_polynom.csv
0; 0
1; 2
2; 1
3; 3
4; 1
5; 1
6; 1
7; 1
8; 2
9; 2
10; 0
11; 2
12; 1
13; 0
14; 0
15; 1
16; 0
17; 0
18; 1
19; 1
20; 0
21; 1
22; 2
23; 4
24; 3
25; 1
26; 0
27; 0
28; 0
29; 1
30; 1
31; 1
32; 2
33; 1
34; 0
35; 2
36; 3
37; 1
38; 4
39; 0
40; 1
41; 0
42; 1
43; 0
44; 1
45; 0
46; 0
47; 2
48; 1
49; 5
50; 1
51; 2
52; 0
53; 0
54; 2
55; 1
56; 1
57; 2
58; 2
59; 2
60; 0
61; 1
62; 2
63; 0
64; 1
65; 1
66; 0
67; 1
68; 1
69; 1
70; 1
71; 3
72; 1
73; 3
74; 0
75; 2
76; 0
77; 1
78; 1
79; 0
80; 1
81; 0
82; 0
83; 4
84; 1
85; 0
86; 1
87; 1
88; 1
89; 1
90; 1
91; 0
92; 0
93; 0
94; 1
95; 2
96; 1
97; 1
98; 0
99; 0
100; 1
101; 1
102; 3
103; 5
104; 2
105; 1
106; 1
107; 2
108; 2
109; 1
110; 1
111; 0
112; 1
113; 1
114; 0
115; 1
116; 2
117; 1
118; 2
119; 2
120; 1
121; 0
122; 0
123; 0
124; 0
125; 1
126; 0
127; 1
128; 0
129; 0
130; 0
131; 0
132; 2
133; 2
134; 0
135; 0
136; 1
137; 1
138; 2
139; 0
140; 1
141; 3
142; 1
143; 1
144; 2
145; 0
146; 0
147; 1
148; 1
149; 1
150; 0
151; 0
152; 2
153; 2
154; 0
155; 0
156; 0
157; 3
158; 2
159; 1
160; 1
161; 0
162; 2
163; 1
164; 1
165; 0
166; 2
167; 1
168; 1
169; 1
170; 1
171; 2
172; 1
173; 1
174; 3
175; 0
176; 2
177; 1
178; 1
179; 3
180; 0
181; 1
182; 0
183; 0
184; 1
185; 1
186; 1
187; 2
188; 4
189; 0
190; 0
191; 0
192; 0
193; 2
194; 1
195; 1
196; 2
197; 1
198; 1
199; 1
200; 1
201; 3
202; 2
203; 0
204; 0
205; 0
206; 1
207; 3
208; 1
209; 0
210; 0
211; 3
212; 4
213; 0
214; 1
215; 2
216; 0
217; 3
218; 0
219; 1
220; 0
221; 1
222; 2
223; 0
224; 0
225; 1
226; 0
227; 1
228; 0
229; 0
230; 1
231; 2
232; 1
233; 2
234; 0
235; 1
236; 1
237; 0
238; 1
239; 3
240; 2
241; 0
242; 3
243; 0
244; 3
245; 2
246; 4
247; 0
248; 2
249; 1
250; 2
251; 0
252; 1
253; 1
254; 2
255; 1
256; 0
257; 1
258; 0
259; 1
260; 1
261; 2
262; 0
263; 1
264; 0
265; 1
266; 0
267; 0
268; 0
269; 1
270; 2
271; 0
272; 1
273; 2
274; 2
275; 1
276; 2
277; 0
278; 2
279; 2
280; 0
281; 1
282; 1
283; 1
284; 2
285; 0
286; 2
287; 0
288; 1
289; 1
290; 1
291; 1
292; 2
293; 2
294; 1
295; 1
296; 0
297; 0
298; 2
299; 1
300; 0
301; 1
302; 1
303; 0
304; 1
305; 0
306; 2
307; 1
308; 0
309; 0
310; 0
311; 2
312; 0
313; 0
314; 0
315; 1
316; 0
317; 0
318; 0
319; 2
320; 0
321; 1
322; 2
323; 0
324; 1
325; 2
326; 1
327; 2
328; 1
329; 0
330; 0
331; 0
332; 0
333; 1
334; 1
335; 0
336; 2
337; 1
338; 0
339; 1
340; 1
341; 0
342; 1
343; 1
344; 2
345; 3
346; 2
347; 0
348; 2
349; 3
350; 1
351; 0
352; 2
353; 0
354; 1
355; 0
356; 0
357; 0
358; 1
359; 3
360; 1
361; 1
362; 0
363; 0
364; 0
365; 0
366; 3
367; 4
368; 3
369; 3
370; 0
371; 1
372; 1
373; 1
374; 0
375; 2
376; 0
377; 1
378; 0
379; 3
380; 0
381; 5
382; 1
383; 1
384; 2
385; 0
386; 1
387; 1
388; 2
389; 1
390; 1
391; 2
392; 0
393; 0
394; 1
395; 2
396; 1
397; 3
398; 2
399; 0
400; 1
401; 4
402; 2
403; 2
404; 0
405; 0
406; 1
407; 3
408; 0
409; 0
410; 0
411; 1
412; 1
413; 1
414; 0
415; 0
416; 0
417; 2
418; 1
419; 0
420; 0
421; 0
422; 4
423; 0
424; 0
425; 1
426; 0
427; 1
428; 0
429; 0
430; 1
431; 2
432; 0
433; 2
434; 1
435; 0
436; 1
437; 0
438; 0
439; 1
440; 0
441; 0
442; 3
443; 3
444; 1
445; 2
446; 2
447; 1
448; 3
449; 1
450; 0
451; 1
452; 0
453; 3
454; 0
455; 1
456; 0
457; 1
458; 1
459; 2
460; 0
461; 0
462; 0
463; 1
464; 1
465; 2
466; 0
467; 1
468; 2
469; 0
470; 0
471; 0
472; 0
473; 1
474; 1
475; 1
476; 0
477; 2
478; 1
479; 2
480; 0
481; 1
482; 2
483; 0
484; 1
485; 0
486; 2
487; 1
488; 0
489; 0
490; 1
491; 2
492; 2
493; 0
494; 1
495; 1
496; 1
497; 0
498; 0
499; 0
500; 2
501; 0
502; 1
503; 2
504; 1
505; 1
506; 1
507; 1
508; 2
509; 1
510; 0
511; 1
512; 1
513; 0
514; 3
515; 0
516; 2
517; 2
518; 2
519; 0
520; 2
521; 1
522; 1
523; 2
524; 4
525; 1
526; 0
527; 0
528; 0
529; 0
530; 0
531; 2
532; 2
533; 1
534; 2
535; 2
536; 0
537; 1
538; 0
539; 0
540; 2
541; 0
542; 1
543; 0
544; 2
545; 1
546; 3
547; 0
548; 2
549; 1
550; 2
551; 0
552; 0
553; 1
554; 1
555; 0
556; 0
557; 1
558; 2
559; 1
560; 2
561; 0
562; 3
563; 2
564; 2
565; 1
566; 0
567; 3
568; 1
569; 0
570; 2
571; 0
572; 0
573; 1
574; 1
575; 0
576; 1
577; 1
578; 0
579; 0
580; 1
581; 0
582; 1
583; 1
584; 2
585; 3
586; 1
587; 0
588; 2
589; 0
590; 0
591; 0
592; 2
593; 2
594; 0
595; 2
596; 3
597; 2
598; 2
599; 2
600; 0
601; 0
602; 0
603; 0
604; 1
605; 0
606; 2
607; 1
608; 4
609; 0
610; 0
611; 0
612; 2
613; 2
614; 2
615; 1
616; 0
617; 1
618; 0
619; 1
620; 0
621; 1
622; 1
623; 2
624; 0
625; 2
626; 2
627; 0
628; 1
629; 1
630; 4
631; 1
632; 0
633; 1
634; 2
635; 0
636; 0
637; 2
638; 0
639; 0
640; 4
641; 0
642; 1
643; 0
644; 1
645; 1
646; 2
647; 0
648; 0
649; 1
650; 0
651; 1
652; 0
653; 1
654; 0
655; 1
656; 1
657; 2
658; 1
659; 2
660; 2
661; 1
662; 1
663; 2
664; 1
665; 1
666; 0
667; 1
668; 2
669; 2
670; 1
671; 1
672; 0
673; 1
674; 0
675; 0
676; 1
677; 2
678; 1
679; 1
680; 0
681; 1
682; 1
683; 2
684; 0
685; 3
686; 1
687; 2
688; 0
689; 0
690; 1
691; 1
692; 0
693; 0
694; 1
695; 1
696; 0
697; 2
698; 1
699; 1
700; 0
701; 0
702; 2
703; 1
704; 3
705; 1
706; 1
707; 0
708; 2
709; 0
710; 0
711; 1
712; 1
713; 0
714; 2
715; 0
716; 2
717; 1
718; 1
719; 3
720; 1
721; 4
722; 0
723; 0
724; 1
725; 2
726; 2
727; 2
728; 1
729; 1
730; 1
731; 1
732; 2
733; 4
734; 2
735; 1
736; 1
737; 3
738; 0
739; 2
740; 1
741; 3
742; 0
743; 0
744; 1
745; 1
746; 0
747; 1
748; 1
749; 0
750; 0
751; 0
752; 1
753; 0
754; 1
755; 1
756; 0
757; 3
758; 0
759; 0
760; 2
761; 0
762; 1
763; 1
764; 0
765; 1
766; 3
767; 0
768; 0
769; 0
770; 1
771; 0
772; 2
773; 0
774; 1
775; 1
776; 2
777; 0
778; 1
779; 1
780; 2
781; 0
782; 3
783; 1
784; 1
785; 2
786; 1
787; 1
788; 2
789; 0
790; 2
791; 4
792; 1
793; 1
794; 2
795; 0
796; 3
797; 1
798; 3
799; 1
800; 0
801; 2
802; 1
803; 2
804; 1
805; 0
806; 3
807; 0
808; 1
809; 0
810; 1
811; 0
812; 1
813; 1
814; 1
815; 2
816; 1
817; 1
818; 1
819; 0
820; 1
821; 0
822; 1
823; 0
824; 1
825; 1
826; 0
827; 0
828; 0
829; 1
830; 0
831; 3
832; 0
833; 1
834; 2
835; 0
836; 0
837; 2
838; 0
839; 2
840; 2
841; 1
842; 2
843; 2
844; 2
845; 1
846; 0
847; 0
848; 0
849; 1
850; 1
851; 2
852; 1
853; 1
854; 0
855; 3
856; 1
857; 0
858; 4
859; 1
860; 1
861; 0
862; 1
863; 0
864; 2
865; 2
866; 2
867; 2
868; 0
869; 1
870; 2
871; 0
872; 0
873; 0
874; 1
875; 2
876; 2
877; 0
878; 4
879; 1
880; 2
881; 0
882; 0
883; 2
884; 3
885; 0
886; 2
887; 2
888; 0
889; 0
890; 1
891; 1
892; 1
893; 2
894; 1
895; 1
896; 0
897; 0
898; 1
899; 1
900; 1
901; 1
902; 3
903; 0
904; 2
905; 0
906; 1
907; 1
908; 0
909; 0
910; 3
911; 1
912; 1
913; 0
914; 0
915; 2
916; 0
917; 2
918; 3
919; 1
920; 1
921; 1
922; 1
923; 2
924; 2
925; 0
926; 0
927; 0
928; 0
929; 1
930; 2
931; 1
932; 0
933; 0
934; 1
935; 1
936; 2
937; 0
938; 1
939; 1
940; 0
941; 1
942; 1
943; 0
944; 1
945; 2
946; 3
947; 1
948; 1
949; 1
950; 2
951; 0
952; 2
953; 1
954; 0
955; 0
956; 0
957; 0
958; 1
959; 1
960; 1
961; 2
962; 0
963; 1
964; 2
965; 0
966; 0
967; 1
968; 0
969; 1
970; 0
971; 2
972; 2
973; 1
974; 0
975; 1
976; 1
977; 3
978; 1
979; 0
980; 0
981; 1
982; 0
983; 0
984; 2
985; 1
986; 0
987; 0
988; 0
989; 1
990; 2
991; 4
992; 1
993; 1
994; 1
995; 0
996; 1
997; 1
998; 0
999; 2
1000; 0
1001; 2
1002; 1
1003; 0
1004; 2
1005; 0
1006; 1
1007; 0
1008; 0
1009; 3
1010; 2
1011; 1
1012; 1
1013; 1
1014; 1
1015; 0
1016; 3
1017; 1
1018; 2
1019; 2
1020; 1
1021; 2
1022; 0
1023; 1
1024; 2
